,圖號,圖名,卷片號或數位照片檔名,CloudRate,SecureType,拍攝日期,MinX,MinY,MaxX,MaxY,現有檔名,Roll,camera,Unnamed: 13,Unnamed: 14,Unnamed: 15
12268,94194080,下中,100517a_10~0773_hr4,0,一般圖,20100517,171405.0,2577375.0,174270.0,2580440.0,94194080_100517a_10~0773_hr4.tif,100517a,DMC,,,
12272,94194080,下中,130601a_10~0485_hr4,30,一般圖,20130601,171550.997,2577513.43,174122.478,2580295.353,94194080_130601a_10~0485_hr4.tif,130601a,DMC,,,
12387,94194088,頂洲,091009a_08~0929_rgb,0,一般圖,20091009,166275.0,2574630.0,169140.0,2577695.0,94194088_091009a_08~0929_rgb.tif,091009a,DMC,,,
12678,94201004,新寶,140620a_14~0137_hr4,0,一般圖,20140620,182128.996,2652218.572,184685.783,2654999.18,94201004_140620a_14~0137_hr4.tif,140620a,DMC,,,
12822,94201010,菜堂,180527_0335_mtbn,10,一般圖,20180527,197393.932,2652157.198,199947.726,2654935.048,94201010_180527_0335_mtbn.tif,180527_,ADS40,,,
12857,94201013,王功漁港,160419a_13~0273_hr4,0,一般圖,20160419,179571.232,2649461.589,182128.996,2652242.639,94201013_160419a_13~0273_hr4.tif,160419a,DMC,,,
12870,94201014,王功,090505a_14~0213_rgb,0,一般圖,20090505,181965.0,2649310.0,184830.0,2652375.0,94201014_090505a_14~0213_rgb.tif,090505a,DMC,,,
12977,94201018,外四塊厝,181008_0330_mtbn,30,一般圖,20181008,192294.524,2649407.103,194849.795,2652185.855,94201018_181008_0330_mtbn.tif,181008_,ADS40,,,
13116,94201024,五圳,180903_0235_mtbn,90,一般圖,20180903,182102.83,2646681.017,184660.573,2649461.589,94201024_180903_0235_mtbn.tif,180903_,ADS40,,,
13163,94201026,趙甲里,180528_0216_mtbn,90,一般圖,20180528,187193.135,2646658.79,189749.882,2649438.442,94201026_180528_0216_mtbn.tif,180528_,ADS40,,,
13179,94201027,萬合,160419a_17~0157_hr4,40,一般圖,20160419,189738.276,2646648.352,192294.524,2649427.545,94201027_160419a_17~0157_hr4.tif,160419a,DMC,,,
13230,94201029,西勢厝,180502_0237_mtbn,40,一般圖,20180502,194828.533,2646628.827,197383.787,2649407.103,94201029_180502_0237_mtbn.tif,180502_,ADS40,,,
13272,94201031,新街(一),211031a_11~0165_hr4,0,一般圖,20211031,174452.773,2643948.944,177012.49,2646730.877,94201031_211031a_11~0165_hr4.tif,211031a,DMC,,,
13279,94201032,新街,110509_0342_mtbn,0,一般圖,20110509,176998.447,2643936.263,179557.665,2646717.737,94201032_110509_0342_mtbn.tif,110509_,ADS40,,,
13427,94201038,菁埔,140609a_18~0313_hr4,30,一般圖,20140609,192272.304,2643869.634,194828.533,2646648.352,94201038_140609a_18~0313_hr4.tif,140609a,DMC,,,
13496,94201041,三豐(西),130928a_11~0247_hr4,20,一般圖,20130928,174438.254,2641180.159,176998.447,2643962.074,94201041_130928a_11~0247_hr4.tif,130928a,DMC,,,
13580,94201044,路上,181008_0242_mtbn,20,一般圖,20181008,182076.716,2641143.498,184635.413,2643924.033,94201044_181008_0242_mtbn.tif,181008_,ADS40,,,
13650,94201047,原斗,181008_0255_mtbn,40,一般圖,20181008,189715.098,2641110.885,192272.304,2643890.044,94201047_181008_0255_mtbn.tif,181008_,ADS40,,,
13692,94201049,埤頭,170606_0412_mtbn,40,一般圖,20170606,194807.314,2641091.391,197363.526,2643869.634,94201049_170606_0412_mtbn.tif,170606_,ADS40,,,
13789,94201053,大城,140620a_13~0035_hr4,0,一般圖,20140620,179517.044,2638386.513,182076.716,2641167.489,94201053_140620a_13~0035_hr4.tif,140620a,DMC,,,
13852,94201055,香田,180528_0231_mtbn,30,一般圖,20180528,184610.302,2638363.44,187168.979,2641143.498,94201055_180528_0231_mtbn.tif,180528_,ADS40,,,
13965,94201060,溪洲,160519a_20~0239_hr4,10,一般圖,20160519,197343.306,2638313.62,199899.501,2641091.391,94201060_160519a_20~0239_hr4.tif,160519a,DMC,,,
14077,94201064,潭墘,170701_0216_mtbn,20,一般圖,20170701,182050.653,2635606.015,184610.302,2638386.513,94201064_170701_0216_mtbn.tif,170701_,ADS40,,,
14100,94201065,官仕嶼,160703a_15~0045_hr4,30,一般圖,20160703,184597.766,2635594.712,187156.919,2638374.752,94201065_160703a_15~0045_hr4.tif,160703a,DMC,,,
14104,94201065,官仕嶼,171007_0220_mtbn,20,一般圖,20171007,184597.766,2635594.712,187156.919,2638374.752,94201065_171007_0220_mtbn.tif,171007_,ADS40,,,
14106,94201065,官仕嶼,180528_0231_mtbn,40,一般圖,20180528,184597.766,2635594.712,187156.919,2638374.752,94201065_180528_0231_mtbn.tif,180528_,ADS40,,,
14115,94201066,內新厝,100504a_16~0436_hr4,20,一般圖,20100504,186995.0,2635440.0,189860.0,2638505.0,94201066_100504a_16~0436_hr4.tif,100504a,DMC,,,
14173,94201068,田頭,180502_0225_mtbn,40,一般圖,20180502,192239.055,2635563.497,194796.72,2638342.164,94201068_180502_0225_mtbn.tif,180502_,ADS40,,,
14228,94201071,新吉,090501a_11~0015_rgb,10,一般圖,20090501,174245.0,2632735.0,177110.0,2635800.0,94201071_090501a_11~0015_rgb.tif,090501a,DMC,,,
14445,94201079,西螺,130927a_19~0400_hr4,0,一般圖,20130927,194775.563,2632785.303,197333.21,2635563.497,94201079_130927a_19~0400_hr4.tif,130927a,DMC,,,
14451,94201079,西螺,170606_0412_mtbn,40,一般圖,20170606,194775.563,2632785.303,197333.21,2635563.497,94201079_170606_0412_mtbn.tif,170606_,ADS40,,,
14508,94201081,橋頭,220225a_11~0019_hr4,10,一般圖,20220225,174380.323,2630105.111,176942.412,2632886.949,94201081_220225a_11~0019_hr4.tif,220225a,DMC,,,
14559,94201083,豐榮,180528_0258_mtbn,20,一般圖,20180528,179476.545,2630080.3,182037.641,2632861.22,94201083_180528_0258_mtbn.tif,180528_,ADS40,,,
14592,94201085,番社,070622a_15~0401_rgb,10,一般圖,20070622,184425.0,2629915.0,187290.0,2632980.0,94201085_070622a_15~0401_rgb.tif,070622a,DMC,,,
14723,94201090,大新,181008_0348_mtbn,40,一般圖,20181008,197313.05,2630007.581,199870.68,2632785.303,94201090_181008_0348_mtbn.tif,181008_,ADS40,,,
14763,94201092,大有,130601a_12~0307_hr4,40,一般圖,20130601,176914.479,2627323.752,179476.545,2630105.111,94201092_130601a_12~0307_hr4.tif,130601a,DMC,,,
14770,94201092,大有,161103a_12~0117_hr4,0,一般圖,20161103,176914.479,2627323.752,179476.545,2630105.111,94201092_161103a_12~0117_hr4.tif,161103a,DMC,,,
14830,94201094,崙背,180528_0245_mtbn,90,一般圖,20180528,182011.655,2627299.856,184572.73,2630080.3,94201094_180528_0245_mtbn.tif,180528_,ADS40,,,
14857,94201095,羅厝,180528_0231_mtbn,30,一般圖,20180528,184560.23,2627288.58,187120.809,2630068.567,94201095_180528_0231_mtbn.tif,180528_,ADS40,,,
15031,94202003,龍巖農場,120523a_13~0020_hr4,30,一般圖,20120523,179449.612,2624542.869,182011.655,2627323.752,94202003_120523a_13~0020_hr4.tif,120523a,DMC,,,
15044,94202003,龍巖農場,171007_0247_mtbn,20,一般圖,20171007,179449.612,2624542.869,182011.655,2627323.752,94202003_171007_0247_mtbn.tif,171007_,ADS40,,,
15059,94202004,王厝寮,111022a_14~0588_hr4,30,一般圖,20111022,181998.682,2624531.154,184560.23,2627311.58,94202004_111022a_14~0588_hr4.tif,111022a,DMC,,,
15071,94202004,王厝寮,171007_0154_mtbn,40,一般圖,20171007,181998.682,2624531.154,184560.23,2627311.58,94202004_171007_0154_mtbn.tif,171007_,ADS40,,,
15145,94202007,吳厝,180528_0200_mtbn,10,一般圖,20180528,189645.841,2624498.696,192205.906,2627277.752,94202007_180528_0200_mtbn.tif,180528_,ADS40,,,
15252,94202012,湖頭厝,140529a_12~0289_hr4c,10,一般圖,20140529,176886.6,2621786.318,179449.612,2624567.64,94202012_140529a_12~0289_hr4c.tif,140529a,DMC,,,
15308,94202014,馬光,160629a_14~0035_hr4,10,一般圖,20160629,181985.721,2621762.461,184547.743,2624542.869,94202014_160629a_14~0035_hr4.tif,160629a,DMC,,,
15434,94202020,田頭,091008a_20~0603_rgb,0,一般圖,20091008,197130.0,2621560.0,199995.0,2624625.0,94202020_091008a_20~0603_rgb.tif,091008a,DMC,,,
15464,94202021,復興,150423a_11~0502_hr4,30,一般圖,20150423,174322.621,2619030.204,176886.6,2621811.965,94202021_150423a_11~0502_hr4.tif,150423a,DMC,,,
15508,94202023,褒忠,100520a_13~0027_hr4,0,一般圖,20100520,179275.0,2618865.0,182140.0,2621930.0,94202023_100520a_13~0027_hr4.tif,100520a,DMC,,,
15537,94202024,崙內,100504a_14~0063_hr4,10,一般圖,20100504,181825.0,2618850.0,184690.0,2621915.0,94202024_100504a_14~0063_hr4.tif,100504a,DMC,,,
15542,94202024,崙內,130429a_14~0440_hr4,20,一般圖,20130429,181972.774,2618993.777,184535.269,2621774.166,94202024_130429a_14~0440_hr4.tif,130429a,DMC,,,
15618,94202027,頂湳仔,121001a_17~0382_hr4,40,一般圖,20121001,189622.847,2618961.371,192183.861,2621740.393,94202027_121001a_17~0382_hr4.tif,121001a,DMC,,,
15650,94202028,埤麻,181008_0330_mtbn,30,一般圖,20181008,192172.855,2618951.463,194733.376,2621730.029,94202028_181008_0330_mtbn.tif,181008_,ADS40,,,
15733,94202032,合和,140529a_12~0281_hr4,20,一般圖,20140529,176858.777,2616248.92,179422.732,2619030.204,94202032_140529a_12~0281_hr4.tif,140529a,DMC,,,
15895,94202039,林子,110510_0240_mtbn,20,一般圖,20110510,194712.346,2616173.367,197272.849,2618951.463,94202039_110510_0240_mtbn.tif,110510_,ADS40,,,
15958,94202042,潭西,090501a_12~0112_rgb,10,一般圖,20090501,176695.0,2613340.0,179560.0,2616405.0,94202042_090501a_12~0112_rgb.tif,090501a,DMC,,,
15961,94202042,潭西,100921a_12~0529_hr4,0,一般圖,20100921,176844.887,2613480.234,179409.313,2616261.5,94202042_100921a_12~0529_hr4.tif,100921a,DMC,,,
15965,94202042,潭西,130601a_12~0287_hr4,20,一般圖,20130601,176844.887,2613480.234,179409.313,2616261.5,94202042_130601a_12~0287_hr4.tif,130601a,DMC,,,
15988,94202043,龍岩厝,111022a_13~0713_hr4,40,一般圖,20111022,179395.907,2613468.112,181959.839,2616248.92,94202043_111022a_13~0713_hr4.tif,111022a,DMC,,,
16120,94202048,盧竹巷,121001a_18~0334_hr4,10,一般圖,20121001,192150.876,2613414.189,194712.346,2616192.722,94202048_121001a_18~0334_hr4.tif,121001a,DMC,,,
16163,94202050,南勢,110510_0256_mtbn,30,一般圖,20110510,197252.809,2613395.742,199813.296,2616173.367,94202050_110510_0256_mtbn.tif,110510_,ADS40,,,
16209,94202052,溝宅,100520a_12~0141_hr4,40,一般圖,20100520,176680.0,2610570.0,179545.0,2613635.0,94202052_100520a_12~0141_hr4.tif,100520a,DMC,,,
16214,94202052,溝宅,130601a_12~0283_hr4,30,一般圖,20130601,176831.01,2610711.557,179395.907,2613492.804,94202052_130601a_12~0283_hr4.tif,130601a,DMC,,,
16216,94202052,溝宅,140529a_12~0273_hr4,20,一般圖,20140529,176831.01,2610711.557,179395.907,2613492.804,94202052_140529a_12~0273_hr4.tif,140529a,DMC,,,
16241,94202053,下寮,130429a_13~0704_hr4,30,一般圖,20130429,179382.514,2610699.444,181946.918,2613480.234,94202053_130429a_13~0704_hr4.tif,130429a,DMC,,,
16251,94202053,下寮,170606_0257_mtbn,40,一般圖,20170606,179382.514,2610699.444,181946.918,2613480.234,94202053_170606_0257_mtbn.tif,170606_,ADS40,,,
16354,94202057,排子路,170606_0347_mtbn,10,一般圖,20170606,189588.442,2610655.449,192150.876,2613434.42,94202057_170606_0347_mtbn.tif,170606_,ADS40,,,
16392,94202059,水碓,140609a_19~0624_hr4,30,一般圖,20140609,194691.357,2610636.127,197252.809,2613414.189,94202059_140609a_19~0624_hr4.tif,140609a,DMC,,,
16408,94202060,溝背,130620a_20~0115_hr4,0,一般圖,20130620,197242.804,2610627.134,199803.765,2613404.743,94202060_130620a_20~0115_hr4.tif,130620a,DMC,,,
16410,94202060,溝背,140609a_20~0447_hr4,30,一般圖,20140609,197242.804,2610627.134,199803.765,2613404.743,94202060_140609a_20~0447_hr4.tif,140609a,DMC,,,
16515,94202064,崙子,161105a_14~0741_hr4,40,一般圖,20161105,181921.113,2607919.128,184485.495,2610699.444,94202064_161105a_14~0741_hr4.tif,161105a,DMC,,,
16533,94202065,埤子頭,111022a_15~0541_hr4,30,一般圖,20111022,184473.083,2607907.915,187036.972,2610687.777,94202065_111022a_15~0541_hr4.tif,111022a,DMC,,,
16537,94202065,埤子頭,140624a_15~0039_hr4,30,一般圖,20140624,184473.083,2607907.915,187036.972,2610687.777,94202065_140624a_15~0039_hr4.tif,140624a,DMC,,,
16565,94202066,本厝,161113a_16~0109_hr4,10,一般圖,20161113,187025.044,2607897.148,189588.442,2610676.555,94202066_161113a_16~0109_hr4.tif,161113a,DMC,,,
16609,94202068,三疊溪,191130_0641_mtbn,20,一般圖,20191130,192128.941,2607876.95,194691.357,2610655.449,94202068_191130_0641_mtbn.tif,191130_,ADS40,,,
16659,94202071,湖子內,130601a_11~0063_hr4,30,一般圖,20130601,174250.818,2605186.768,176817.147,2607968.432,94202071_130601a_11~0063_hr4.tif,130601a,DMC,,,
16661,94202071,湖子內,140529a_11~0228_hr4,40,一般圖,20140529,174250.818,2605186.768,176817.147,2607968.432,94202071_140529a_11~0228_hr4.tif,140529a,DMC,,,
16767,94202075,大潭村,140624a_15~0035_hr4,20,一般圖,20140624,184460.683,2605139.284,187025.044,2607919.128,94202075_140624a_15~0035_hr4.tif,140624a,DMC,,,
16846,94202079,陳厝寮,091008a_19~0637_rgb,30,一般圖,20091008,194520.0,2604955.0,197385.0,2608020.0,94202079_091008a_19~0637_rgb.tif,091008a,DMC,,,
16967,94202084,菜公厝,100921a_14~0874_hr4,10,一般圖,20100921,181895.36,2602381.856,184460.683,2605162.136,94202084_100921a_14~0874_hr4.tif,100921a,DMC,,,
16998,94202085,中洋子,130928a_15~0097_hr4,10,一般圖,20130928,184448.295,2602370.662,187013.127,2605150.488,94202085_130928a_15~0097_hr4.tif,130928a,DMC,,,
17141,94202092,雙涵,090620a_12~0222_rgb,10,一般圖,20090620,176625.0,2599495.0,179490.0,2602560.0,94202092_090620a_12~0222_rgb.tif,090620a,DMC,,,
17226,94202095,麻魚寮,100922a_15~0099_hr4,20,一般圖,20100922,184435.92,2599602.048,187001.222,2602381.856,94202095_100922a_15~0099_hr4.tif,100922a,DMC,,,
17276,94202097,牛稠溪,170703_0232_mtbn,30,一般圖,20170703,189542.729,2599581.011,192107.05,2602359.912,94202097_170703_0232_mtbn.tif,170703_,ADS40,,,
17287,94202098,後湖,111022a_18~0135_hr4,20,一般圖,20111022,192096.121,2599571.159,194659.953,2602349.607,94202098_111022a_18~0135_hr4.tif,111022a,DMC,,,
17306,94202099,林子尾,091008a_19~0629_rgb,40,一般圖,20091008,194500.0,2599420.0,197365.0,2602485.0,94202099_091008a_19~0629_rgb.tif,091008a,DMC,,,
17349,94203006,台西新生地(一),121010a_06~0580_hr4,10,一般圖,20121010,161605.846,2624637.402,164171.365,2627421.497,94203006_121010a_06~0580_hr4.tif,121010a,DMC,,,
17401,94203008,有才寮排水溝,220225a_08~0105_hr4,30,一般圖,20220225,166704.117,2624608.155,169268.642,2627391.33,94203008_220225a_08~0105_hr4.tif,220225a,DMC,,,
17456,94203014,舊虎尾溪口（三）,121010a_04~0410_hr4,10,一般圖,20121010,156489.708,2621899.638,159056.693,2624684.632,94203014_121010a_04~0410_hr4.tif,121010a,DMC,,,
17460,94203015,舊虎尾溪口（二）,100330a_05~0139_hr4,10,一般圖,20100330,158890.0,2621745.0,161755.0,2624810.0,94203015_100330a_05~0139_hr4.tif,100330a,DMC,,,
17518,94203018,台西,171102_0321_mtbn,40,一般圖,20171102,166688.241,2621839.4,169253.236,2624622.555,94203018_171102_0321_mtbn.tif,171102_,ADS40,,,
17568,94203020,許厝寮,170507_0403_mtbn,10,一般圖,20170507,171787.441,2621811.965,174351.444,2624594.202,94203020_170507_0403_mtbn.tif,170507_,ADS40,,,
17591,94203025,林厝村（二）,220225a_05~0170_hr4,40,一般圖,20220225,159022.042,2619115.125,161588.998,2621899.638,94203025_220225a_05~0170_hr4.tif,220225a,DMC,,,
17659,94203029,五塊寮,130928a_09~0522_hr4,10,一般圖,20130928,169222.471,2619056.724,171787.441,2621839.4,94203029_130928a_09~0522_hr4.tif,130928a,DMC,,,
17667,94203029,五塊寮,171007_0335_mtbn,20,一般圖,20171007,169222.471,2619056.724,171787.441,2621839.4,94203029_171007_0335_mtbn.tif,171007_,ADS40,,,
17734,94203036,三條崙,170609_0404_mtbn,0,一般圖,20170609,161555.352,2616331.094,164122.279,2619115.125,94203036_170609_0404_mtbn.tif,170609_,ADS40,,,
17747,94203037,林厝寮,130928a_07~0720_hr4,0,一般圖,20130928,164105.95,2616316.282,166672.381,2619099.855,94203037_130928a_07~0720_hr4.tif,130928a,DMC,,,
17769,94203038,溪尾村,130928a_08~0655_hr4,90,一般圖,20130928,166656.536,2616301.916,169222.471,2619085.031,94203038_130928a_08~0655_hr4.tif,130928a,DMC,,,
17771,94203038,溪尾村,140927a_08~0352_hr4,30,一般圖,20140927,166656.536,2616301.916,169222.471,2619085.031,94203038_140927a_08~0352_hr4.tif,140927a,DMC,,,
18075,94203059,蔡厝,130601a_09~0392_hr4,30,一般圖,20130601,169176.439,2610750.572,171742.817,2613533.188,94203059_130601a_09~0392_hr4.tif,130601a,DMC,,,
18076,94203059,蔡厝,130928a_09~0534_hr4,90,一般圖,20130928,169176.439,2610750.572,171742.817,2613533.188,94203059_130928a_09~0534_hr4.tif,130928a,DMC,,,
18193,94203068,口湖,130429a_08~0047_hr4,90,一般圖,20130429,166609.098,2607995.757,169176.439,2610778.81,94203068_130429a_08~0047_hr4.tif,130429a,DMC,,,
18226,94203069,萬興,171007_0335_mtbn,30,一般圖,20171007,169161.126,2607981.872,171727.973,2610764.468,94203069_171007_0335_mtbn.tif,171007_,ADS40,,,
18264,94203074,台子林（二）,100330a_04~0246_hr4,0,一般圖,20100330,156240.0,2605150.0,159105.0,2608215.0,94203074_100330a_04~0246_hr4.tif,100330a,DMC,,,
18488,94203087,湖口,150607a_07~0234_hr4,40,一般圖,20150607,164024.547,2602472.668,166593.317,2605256.138,94203087_150607a_07~0234_hr4.tif,150607a,DMC,,,
18507,94203088,宜梧,130429a_08~0055_hr4,30,一般圖,20130429,166577.552,2602458.361,169145.828,2605241.373,94203088_130429a_08~0055_hr4.tif,130429a,DMC,,,
18990,94204080,許厝寮,140620a_10~0223_hr4,30,一般圖,20140620,171847.146,2632886.949,174409.26,2635669.265,94204080_140620a_10~0223_hr4.tif,140620a,DMC,,,
18992,94204080,許厝寮,150607a_10~0047_hr4,30,一般圖,20150607,171847.146,2632886.949,174409.26,2635669.265,94204080_150607a_10~0047_hr4.tif,150607a,DMC,,,
19038,94204088,海豐新生地,130429a_08~0015_hr4,40,一般圖,20130429,166735.916,2630145.691,169299.498,2632928.907,94204088_130429a_08~0015_hr4.tif,130429a,DMC,,,
19275,94211100,台中港特種碼頭,121001a_20~0229_hr4,0,一般圖,20121001,197506.188,2682613.857,200054.658,2685391.885,94211100_121001a_20~0229_hr4.tif,121001a,DMC,,,
19385,94212020,水裡港,110510_0256_mtbn,20,一般圖,20110510,197485.688,2677076.201,200035.13,2679854.197,94212020_110510_0256_mtbn.tif,110510_,ADS40,,,
19571,94212040,草仔埔,140609a_20~0028_hr4,90,一般圖,20140609,197465.228,2671538.582,200015.641,2674316.546,94212040_140609a_20~0028_hr4.tif,140609a,DMC,,,
19903,94212068,海埔,141002a_18~0034_hr4,20,一般圖,20141002,192350.267,2663250.933,194903.131,2666029.768,94212068_141002a_18~0034_hr4.tif,141002a,DMC,,,
19935,94212069,頭崙埔,171023_0330_mtbn,30,一般圖,20171023,194892.443,2663241.35,197444.808,2666019.726,94212069_171023_0330_mtbn.tif,171023_,ADS40,,,
19956,94212070,下田尾,141002a_20~0276_hr4,20,一般圖,20141002,197434.613,2663232.221,199986.477,2666010.136,94212070_141002a_20~0276_hr4.tif,141002a,DMC,,,
20042,94212077,鹿港西部,140619a_17~0184_hr4,20,一般圖,20140619,189796.42,2660492.176,192350.267,2663271.455,94212077_140619a_17~0184_hr4.tif,140619a,DMC,,,
20213,94212087,秀厝,160419a_17~0141_hr4,0,一般圖,20160419,189784.768,2657723.393,192339.096,2660502.655,94212087_160419a_17~0141_hr4.tif,160419a,DMC,,,
20285,94212090,秀水,160519a_20~0211_hr4,0,一般圖,20160519,197414.252,2657694.691,199967.083,2660472.574,94212090_160519a_20~0211_hr4.tif,160519a,DMC,,,
20434,94212099,外中村,130927a_19~0368_hr4,0,一般圖,20130927,194860.441,2654935.048,197414.252,2657713.374,94212099_130927a_19~0368_hr4.tif,130927a,DMC,,,
20441,94212099,外中村,170608_0436_mtbn,0,一般圖,20170608,194860.441,2654935.048,197414.252,2657713.374,94212099_170608_0436_mtbn.tif,170608_,ADS40,,,
20461,94212100,部子,141002a_20~0264_hr4,30,一般圖,20141002,197404.087,2654925.94,199957.4,2657703.807,94212100_141002a_20~0264_hr4.tif,141002a,DMC,,,
20583,95161011,南灣,140824b_31~0120_hr4,20,一般圖,20140824,225009.702,2427852.48,227595.866,2430624.33,95161011_140824b_31~0120_hr4.tif,140824b,DMC,,,
20600,95161012,大尖石山,120901b_32~0186_hr4,30,一般圖,20120901,227591.947,2427849.036,230177.656,2430620.461,95161012_120901b_32~0186_hr4.tif,120901b,DMC,,,
20624,95161013,墾丁公園,140824b_33~0152_hr4,30,一般圖,20140824,230174.188,2427846.013,232759.443,2430617.014,95161013_140824b_33~0152_hr4.tif,140824b,DMC,,,
20641,95161014,台牛溪,100703b_34~0004_hr4,10,一般圖,20100703,232756.427,2427843.412,235341.228,2430613.989,95161014_100703b_34~0004_hr4.tif,100703b,DMC,,,
20705,95161023,船帆石,111018b_33~0116_hr4,30,一般圖,20111018,230170.724,2425078.046,232756.427,2427849.036,95161023_111018b_33~0116_hr4.tif,111018b,DMC,,,
20835,95164008,萬里桐,160821b_28~0019_hr4,30,一般圖,20160821,217268.673,2430633.332,219855.757,2433406.471,95164008_160821b_28~0019_hr4.tif,160821b,DMC,,,
20919,95164020,大光,110425_0338_mtbn,30,一般圖,20110425,222427.454,2427856.345,225014.073,2430628.62,95164020_110425_0338_mtbn.tif,110425_,ADS40,,,
21038,95171002,太里力山(一),191218_0345_mtbn,40,一般圖,20191218,227675.149,2485978.353,230251.349,2488750.021,95171002_191218_0345_mtbn.tif,191218_,ADS40,,,
21096,95171012,太里力山(二),090828_0155_rgbn,10,一般圖,20090828,227530.0,2483065.0,230395.0,2486130.0,95171012_090828_0155_rgbn.tif,090828_,ADS40,,,
21126,95171015,民佳站,170814_0300_mtbn,10,一般圖,20170814,235390.481,2483202.259,237965.748,2485972.622,95171015_170814_0300_mtbn.tif,170814_,ADS40,,,
